transaction_id,customer_id,age_group,gender,city,customer_segment,product_id,product_category,original_price,discount_pct,final_price,quantity,purchase_amount,payment_method,purchase_date,purchase_hour,is_weekend,is_black_friday,high_spender
T0029302,C015426,56+,Female,New York,New,P8151,Electronics,599.69,30,419.78,1,419.78,Mobile Wallet,2025-11-30,6,1,0,1
T0000216,C010900,46-55,Male,Miami,New,P1028,Electronics,1736.65,30,1215.66,1,1215.66,Credit Card,2025-12-01,18,0,0,1
T0008992,C007024,26-35,Other,Phoenix,Returning,P9464,Clothing,34.81,5,33.07,1,33.07,Gift Card,2025-11-29,0,1,0,0
T0048524,C017072,46-55,Other,Chicago,Returning,P7756,Books,19.22,35,12.49,1,12.49,Cash,2025-11-27,9,0,0,0
T0041503,C028780,46-55,Male,San Francisco,Returning,P4964,Groceries,82.48,50,41.24,1,41.24,Credit Card,2025-11-24,5,0,0,0
T0096181,C016585,26-35,Female,Dallas,Returning,P6785,Sports,406.2,30,284.34,2,568.68,Cash,2025-11-25,11,0,0,1
T0010004,C025271,56+,Female,Houston,Loyal,P2859,Accessories,304.5,25,228.38,1,228.38,PayPal,2025-12-01,3,0,0,1
T0009949,C011336,46-55,Female,Seattle,VIP,P1944,Electronics,207.58,30,145.31,2,290.62,Mobile Wallet,2025-11-30,12,1,0,1
T0084826,C018082,36-45,Female,Dallas,Returning,P1925,Electronics,1000.06,10,900.05,2,1800.1,Mobile Wallet,2025-11-30,4,1,0,1
T0083318,C018266,56+,Female,Seattle,Returning,P6591,Toys,287.22,5,272.86,3,818.58,PayPal,2025-11-26,20,0,0,1
T0092627,C022880,56+,Female,Los Angeles,New,P1327,Toys,148.37,20,118.7,1,118.7,PayPal,2025-11-25,21,0,0,0
T0034793,C010578,56+,Other,Phoenix,New,P8308,Clothing,177.53,30,124.27,1,124.27,Debit Card,2025-11-30,6,1,0,0
T0008783,C029310,46-55,Male,San Francisco,Returning,P6589,Toys,184.99,35,120.24,1,120.24,Mobile Wallet,2025-11-24,23,0,0,0
T0051196,C028422,36-45,Male,San Francisco,Returning,P3703,Home & Kitchen,282.98,20,226.38,1,226.38,Mobile Wallet,2025-11-27,9,0,0,1
T0055552,C015077,18-25,Other,San Francisco,New,P4479,Toys,26.64,30,18.65,1,18.65,Debit Card,2025-11-28,6,0,1,0
T0099937,C009537,26-35,Female,Dallas,Loyal,P2090,Books,77.13,25,57.85,1,57.85,Gift Card,2025-11-29,17,1,0,0
T0096110,C014901,26-35,Female,Los Angeles,Loyal,P5327,Groceries,196.91,10,177.22,1,177.22,Debit Card,2025-11-30,22,1,0,1
T0071112,C029865,26-35,Other,Los Angeles,Loyal,P3337,Home & Kitchen,644.71,25,483.53,1,483.53,Gift Card,2025-11-26,23,0,0,1
T0095263,C023690,26-35,Other,Dallas,New,P6101,Clothing,137.2,20,109.76,1,109.76,Gift Card,2025-11-26,3,0,0,0
T0012233,C022358,46-55,Other,New York,New,P4938,Sports,457.15,10,411.44,3,1234.32,Credit Card,2025-11-25,5,0,0,1
T0019219,C001904,26-35,Female,Los Angeles,VIP,P8580,Groceries,51.71,30,36.2,2,72.4,Credit Card,2025-11-25,15,0,0,0
T0090334,C021796,36-45,Male,Phoenix,VIP,P5535,Books,21.92,15,18.63,1,18.63,Gift Card,2025-11-28,22,0,1,0
T0073285,C012064,56+,Other,Chicago,New,P6873,Groceries,144.72,25,108.54,1,108.54,Credit Card,2025-11-24,10,0,0,0
T0049181,C020524,18-25,Other,Phoenix,New,P6033,Sports,115.36,25,86.52,1,86.52,PayPal,2025-11-29,8,1,0,0
T0026859,C011654,46-55,Male,Miami,Loyal,P1129,Toys,282.24,50,141.12,1,141.12,Cash,2025-11-29,13,1,0,0
T0042543,C020792,26-35,Male,Atlanta,New,P8913,Books,39.92,50,19.96,1,19.96,Credit Card,2025-11-29,14,1,0,0
T0044437,C012331,18-25,Female,Los Angeles,Loyal,P1375,Sports,453.39,15,385.38,1,385.38,Mobile Wallet,2025-11-28,4,0,1,1
T0004976,C001491,46-55,Other,Seattle,New,P4936,Toys,257.76,30,180.43,1,180.43,Cash,2025-12-01,7,0,0,1
T0092718,C031435,46-55,Male,Chicago,Returning,P6378,Clothing,102.59,20,82.07,1,82.07,Credit Card,2025-11-28,5,0,1,0
T0082392,C004312,26-35,Other,San Francisco,Returning,P9598,Books,31.59,50,15.8,3,47.4,Debit Card,2025-11-27,2,0,0,0
T0003698,C032221,36-45,Male,Dallas,Loyal,P3553,Sports,488.81,20,391.05,1,391.05,Gift Card,2025-11-28,11,0,1,1
T0049931,C031202,26-35,Male,New York,Returning,P6407,Groceries,30.52,25,22.89,1,22.89,PayPal,2025-11-24,3,0,0,0
T0041325,C025931,26-35,Male,Miami,VIP,P8966,Accessories,286.99,25,215.24,1,215.24,Gift Card,2025-11-25,10,0,0,1
T0008823,C014159,36-45,Female,Seattle,New,P3274,Beauty,117.73,20,94.18,1,94.18,Gift Card,2025-11-24,8,0,0,0
T0023429,C012518,18-25,Other,Miami,Loyal,P1059,Footwear,51.13,35,33.23,2,66.46,PayPal,2025-11-27,7,0,0,0
T0031895,C021344,26-35,Other,Phoenix,Loyal,P9181,Footwear,166.9,40,100.14,1,100.14,Gift Card,2025-11-26,8,0,0,0
T0005484,C030211,36-45,Other,San Francisco,Returning,P1531,Electronics,733.32,35,476.66,1,476.66,Gift Card,2025-11-27,9,0,0,1
T0090560,C026355,26-35,Female,New York,New,P8929,Footwear,304.51,25,228.38,2,456.76,Credit Card,2025-11-24,8,0,0,1
T0019119,C020318,26-35,Male,New York,Returning,P1627,Accessories,41.55,35,27.01,2,54.02,Debit Card,2025-11-24,14,0,0,0
T0000574,C006679,46-55,Other,Houston,Returning,P6711,Groceries,44.6,25,33.45,1,33.45,PayPal,2025-11-25,2,0,0,0
T0082237,C029320,46-55,Other,Atlanta,Returning,P5339,Books,88.95,30,62.26,1,62.26,Gift Card,2025-11-27,3,0,0,0
T0022292,C029553,56+,Female,Phoenix,Loyal,P1934,Sports,260.5,35,169.32,1,169.32,Credit Card,2025-11-25,5,0,0,1
T0023130,C027180,26-35,Male,Chicago,New,P1069,Clothing,58.51,30,40.96,2,81.92,Mobile Wallet,2025-11-28,11,0,1,0
T0079972,C008477,26-35,Other,Houston,Loyal,P2294,Books,97.72,5,92.83,1,92.83,Gift Card,2025-11-25,2,0,0,0
T0001455,C021974,46-55,Other,Dallas,New,P4392,Home & Kitchen,231.83,10,208.65,1,208.65,Cash,2025-11-27,2,0,0,1
T0031111,C026824,26-35,Other,Houston,New,P9194,Accessories,185.95,15,158.06,1,158.06,Debit Card,2025-11-29,10,1,0,0
T0034527,C009355,56+,Other,San Francisco,Loyal,P1253,Sports,212.77,5,202.13,2,404.26,Gift Card,2025-11-27,6,0,0,1
T0095920,C023184,18-25,Male,Seattle,New,P2259,Footwear,336.33,30,235.43,1,235.43,Gift Card,2025-11-25,10,0,0,1
T0098800,C024394,18-25,Female,New York,Loyal,P6470,Beauty,175.78,20,140.62,2,281.24,Gift Card,2025-11-27,1,0,0,1
T0084208,C010818,56+,Female,New York,VIP,P6500,Books,86.97,20,69.58,4,278.32,Debit Card,2025-11-28,17,0,1,1
T0019289,C033654,46-55,Female,Chicago,Loyal,P4145,Groceries,61.69,25,46.27,1,46.27,Credit Card,2025-11-28,15,0,1,0
T0021555,C031564,56+,Female,New York,Returning,P7013,Clothing,74.09,25,55.57,1,55.57,Gift Card,2025-11-28,18,0,1,0
T0007300,C016078,56+,Other,Los Angeles,Returning,P2152,Home & Kitchen,1118.99,20,895.19,1,895.19,Gift Card,2025-11-29,12,1,0,1
T0076549,C022798,36-45,Female,New York,Loyal,P4816,Clothing,214.1,25,160.57,1,160.57,Credit Card,2025-11-26,23,0,0,0
T0055660,C005657,56+,Female,Chicago,New,P8300,Beauty,134.85,30,94.4,1,94.4,Debit Card,2025-11-28,4,0,1,0
T0070848,C015413,56+,Male,Miami,New,P3514,Accessories,364.34,20,291.47,2,582.94,Gift Card,2025-11-29,20,1,0,1
T0019508,C031825,26-35,Male,Los Angeles,Returning,P3907,Accessories,434.62,20,347.7,1,347.7,Mobile Wallet,2025-11-29,17,1,0,1
T0007012,C018631,36-45,Other,Seattle,Loyal,P1294,Clothing,244.34,10,219.91,2,439.82,Cash,2025-11-24,19,0,0,1
T0025128,C019399,18-25,Male,Chicago,VIP,P4969,Books,119.97,25,89.98,1,89.98,PayPal,2025-11-25,20,0,0,0
T0031919,C005124,36-45,Other,Chicago,VIP,P9748,Books,93.77,30,65.64,2,131.28,Credit Card,2025-11-28,19,0,1,0
T0091240,C002805,26-35,Male,San Francisco,VIP,P6888,Accessories,137.32,35,89.26,2,178.52,Debit Card,2025-12-01,19,0,0,1
T0083431,C015255,56+,Male,San Francisco,New,P4988,Clothing,49.71,35,32.31,2,64.62,Mobile Wallet,2025-11-25,12,0,0,0
T0091076,C026067,56+,Other,Dallas,Returning,P5873,Books,41.62,50,20.81,1,20.81,Debit Card,2025-11-30,18,1,0,0
T0078876,C007819,56+,Female,San Francisco,Returning,P3130,Home & Kitchen,31.09,25,23.32,1,23.32,Mobile Wallet,2025-11-30,9,1,0,0
T0000637,C015946,26-35,Male,Atlanta,Loyal,P5604,Clothing,167.28,15,142.19,1,142.19,Debit Card,2025-11-25,17,0,0,0
T0003183,C011149,46-55,Female,Dallas,New,P3315,Toys,120.16,25,90.12,1,90.12,Debit Card,2025-11-27,15,0,0,0
T0002338,C020754,46-55,Other,New York,Returning,P3971,Home & Kitchen,177.84,10,160.06,1,160.06,Debit Card,2025-11-28,20,0,1,0
T0076492,C001787,56+,Other,Los Angeles,New,P6477,Toys,16.93,20,13.54,1,13.54,Mobile Wallet,2025-11-25,20,0,0,0
T0017220,C029692,56+,Female,San Francisco,New,P9378,Electronics,1871.91,50,935.96,3,2807.88,Debit Card,2025-12-01,4,0,0,1
T0001998,C014474,36-45,Female,Chicago,Loyal,P8390,Sports,530.85,30,371.6,1,371.6,Gift Card,2025-12-01,8,0,0,1
T0099250,C011838,46-55,Female,Chicago,Loyal,P6786,Footwear,152.46,40,91.48,4,365.92,PayPal,2025-12-01,12,0,0,1
T0098538,C033236,26-35,Female,Chicago,New,P3735,Toys,11.68,40,7.01,1,7.01,Cash,2025-11-30,11,1,0,0
T0001300,C030732,36-45,Female,Dallas,VIP,P2201,Electronics,659.13,20,527.3,2,1054.6,Debit Card,2025-11-30,6,1,0,1
T0055189,C000081,18-25,Female,Seattle,Loyal,P1326,Electronics,2430.33,20,1944.26,1,1944.26,Debit Card,2025-11-25,3,0,0,1
T0052564,C010014,26-35,Other,Atlanta,Loyal,P7986,Accessories,36.43,5,34.61,3,103.83,Credit Card,2025-11-28,2,0,1,0
T0085767,C014451,36-45,Male,Chicago,Loyal,P4790,Books,85.37,20,68.3,1,68.3,PayPal,2025-11-26,17,0,0,0
T0097416,C000391,56+,Male,New York,New,P8623,Accessories,364.72,25,273.54,1,273.54,Gift Card,2025-11-30,9,1,0,1
T0076944,C026771,18-25,Other,Phoenix,New,P7273,Groceries,151.56,20,121.25,1,121.25,Debit Card,2025-11-28,6,0,1,0
T0064325,C030830,36-45,Female,New York,Returning,P1136,Clothing,276.46,25,207.34,2,414.68,Credit Card,2025-11-28,4,0,1,1
T0014570,C012805,56+,Male,Seattle,Returning,P6330,Groceries,61.09,40,36.65,1,36.65,Mobile Wallet,2025-11-27,11,0,0,0
T0069847,C024452,36-45,Male,Los Angeles,Loyal,P9208,Home & Kitchen,694.84,5,660.1,1,660.1,PayPal,2025-11-27,4,0,0,1
T0000388,C000111,36-45,Male,San Francisco,New,P2576,Accessories,310.78,35,202.01,1,202.01,Debit Card,2025-11-24,2,0,0,1
T0062137,C033885,18-25,Other,Seattle,VIP,P3804,Footwear,130.61,35,84.9,1,84.9,Credit Card,2025-11-30,8,1,0,0
T0028364,C002799,36-45,Female,New York,Loyal,P7639,Groceries,188.09,35,122.26,1,122.26,Credit Card,2025-11-30,8,1,0,0
T0049160,C013439,56+,Other,Chicago,VIP,P8451,Toys,79.63,25,59.72,1,59.72,Mobile Wallet,2025-11-30,20,1,0,0
T0091202,C030276,46-55,Female,Phoenix,Returning,P9351,Electronics,2049.06,25,1536.8,1,1536.8,Mobile Wallet,2025-11-27,22,0,0,1
T0086025,C021963,18-25,Other,Dallas,New,P3544,Clothing,203.63,50,101.82,1,101.82,Credit Card,2025-11-30,0,1,0,0
T0063823,C012579,36-45,Other,Seattle,Loyal,P8179,Groceries,8.8,10,7.92,2,15.84,PayPal,2025-11-27,6,0,0,0
T0029389,C022868,18-25,Female,San Francisco,Returning,P4606,Clothing,77.94,30,54.56,1,54.56,Debit Card,2025-11-29,15,1,0,0
T0015436,C015808,56+,Female,Phoenix,New,P8255,Home & Kitchen,696.65,25,522.49,3,1567.47,Gift Card,2025-12-01,1,0,0,1
T0003948,C005736,46-55,Male,Houston,Returning,P3767,Clothing,155.54,30,108.88,1,108.88,Cash,2025-11-27,14,0,0,0
T0050228,C017913,18-25,Other,Miami,Loyal,P3287,Clothing,69.19,10,62.27,1,62.27,Cash,2025-11-28,10,0,1,0
T0001086,C029379,18-25,Female,Seattle,New,P4785,Home & Kitchen,346.69,15,294.69,1,294.69,Debit Card,2025-11-28,20,0,1,1
T0008864,C017908,46-55,Other,Atlanta,New,P6329,Clothing,48.53,40,29.12,1,29.12,Debit Card,2025-11-25,9,0,0,0
T0029978,C030526,56+,Female,Houston,Returning,P1159,Sports,101.22,40,60.73,1,60.73,Credit Card,2025-11-30,1,1,0,0
T0075239,C006774,26-35,Female,Houston,Loyal,P5148,Sports,454.43,25,340.82,1,340.82,PayPal,2025-11-30,14,1,0,1
T0080038,C000542,18-25,Female,Houston,New,P2909,Toys,249.23,40,149.54,1,149.54,Credit Card,2025-11-24,8,0,0,0
T0004706,C010158,26-35,Other,Houston,Returning,P7987,Accessories,187.01,5,177.66,1,177.66,Cash,2025-11-30,15,1,0,1
T0056220,C013488,18-25,Other,New York,Returning,P4743,Toys,166.83,20,133.46,2,266.92,Debit Card,2025-11-27,21,0,0,1
T0083195,C011498,18-25,Male,New York,VIP,P8653,Electronics,623.5,20,498.8,2,997.6,Gift Card,2025-11-30,17,1,0,1
T0032910,C001754,26-35,Female,Dallas,Returning,P2680,Accessories,51.02,15,43.37,1,43.37,Mobile Wallet,2025-11-24,2,0,0,0
T0083029,C016596,46-55,Female,Dallas,New,P2009,Home & Kitchen,945.07,10,850.56,1,850.56,Mobile Wallet,2025-11-30,3,1,0,1
T0055114,C019748,46-55,Female,Phoenix,Returning,P4508,Sports,586.4,40,351.84,1,351.84,Gift Card,2025-12-01,3,0,0,1
T0033954,C033016,46-55,Female,Chicago,Loyal,P9023,Accessories,403.46,20,322.77,1,322.77,Gift Card,2025-11-30,22,1,0,1
T0047823,C017183,46-55,Female,Houston,Loyal,P7981,Books,13.0,20,10.4,3,31.2,PayPal,2025-12-01,23,0,0,0
T0024664,C004539,46-55,Other,Miami,Returning,P8167,Toys,182.68,40,109.61,1,109.61,PayPal,2025-12-01,22,0,0,0
T0048032,C008507,46-55,Female,Seattle,Returning,P6498,Beauty,127.16,15,108.09,1,108.09,PayPal,2025-11-27,21,0,0,0
T0057135,C034248,26-35,Other,Chicago,Loyal,P8999,Footwear,156.86,60,62.74,1,62.74,Debit Card,2025-11-26,21,0,0,0
T0029022,C004843,36-45,Other,Dallas,Returning,P8511,Sports,100.52,20,80.42,2,160.84,Credit Card,2025-11-24,9,0,0,0
T0039396,C027877,18-25,Male,New York,Returning,P7078,Electronics,1791.53,50,895.76,2,1791.52,Mobile Wallet,2025-11-28,23,0,1,1
T0011549,C002917,46-55,Male,San Francisco,Loyal,P6641,Home & Kitchen,950.36,20,760.29,3,2280.87,Cash,2025-11-26,4,0,0,1
T0029493,C032100,36-45,Male,Dallas,New,P6578,Electronics,1005.23,50,502.62,1,502.62,Debit Card,2025-11-24,0,0,0,1
T0083382,C008303,18-25,Male,Los Angeles,Returning,P4711,Beauty,17.77,25,13.33,1,13.33,Mobile Wallet,2025-11-24,3,0,0,0
T0055456,C017202,18-25,Other,Phoenix,VIP,P9201,Home & Kitchen,1131.19,15,961.51,2,1923.02,Mobile Wallet,2025-11-28,21,0,1,1
T0085707,C003382,46-55,Male,Dallas,Returning,P7443,Toys,77.92,20,62.34,3,187.02,PayPal,2025-11-30,16,1,0,1
T0084549,C006416,56+,Female,San Francisco,Loyal,P5926,Groceries,75.48,15,64.16,2,128.32,PayPal,2025-11-25,19,0,0,0
T0047054,C012602,26-35,Female,New York,Loyal,P4907,Toys,270.63,35,175.91,1,175.91,Debit Card,2025-11-30,13,1,0,1
T0073580,C028375,18-25,Female,San Francisco,New,P2160,Footwear,91.97,25,68.98,1,68.98,Credit Card,2025-12-01,18,0,0,0
T0092748,C023583,36-45,Male,Chicago,Returning,P5535,Sports,406.52,35,264.24,1,264.24,Gift Card,2025-11-24,4,0,0,1
T0023962,C022201,18-25,Other,New York,Returning,P9190,Books,31.58,40,18.95,2,37.9,Credit Card,2025-11-25,5,0,0,0
T0012964,C001808,26-35,Other,Houston,Returning,P1583,Toys,153.37,30,107.36,1,107.36,Gift Card,2025-11-27,17,0,0,0
T0005975,C013026,18-25,Other,Seattle,New,P9571,Groceries,72.23,35,46.95,1,46.95,Gift Card,2025-11-27,17,0,0,0
T0045649,C033807,26-35,Other,Chicago,New,P9292,Electronics,1911.77,25,1433.83,2,2867.66,Gift Card,2025-11-28,12,0,1,1
T0035310,C010632,26-35,Male,Los Angeles,Loyal,P4280,Books,106.3,35,69.1,1,69.1,Debit Card,2025-11-29,0,1,0,0
T0098745,C030824,56+,Other,Phoenix,Loyal,P9201,Sports,437.45,40,262.47,5,1312.35,Cash,2025-11-30,9,1,0,1
T0006950,C017066,56+,Other,New York,New,P6669,Toys,98.56,40,59.14,2,118.28,Gift Card,2025-11-25,21,0,0,0
T0077987,C001817,46-55,Female,Houston,Returning,P4155,Beauty,61.61,25,46.21,1,46.21,Debit Card,2025-11-26,5,0,0,0
T0002905,C000418,36-45,Male,Seattle,Returning,P6655,Groceries,107.33,35,69.76,1,69.76,PayPal,2025-11-29,11,1,0,0
T0075919,C027096,46-55,Other,Phoenix,Returning,P7472,Beauty,201.19,40,120.71,1,120.71,Credit Card,2025-11-30,15,1,0,0
T0045526,C033405,56+,Male,San Francisco,New,P8026,Electronics,734.73,30,514.31,1,514.31,PayPal,2025-11-26,18,0,0,1
T0075544,C029070,36-45,Other,Chicago,New,P2636,Books,15.78,60,6.31,1,6.31,PayPal,2025-11-26,16,0,0,0
T0021918,C030629,36-45,Other,San Francisco,New,P4982,Groceries,65.68,5,62.4,1,62.4,Cash,2025-11-29,17,1,0,0
T0062768,C033186,18-25,Female,Phoenix,Returning,P1900,Toys,125.03,20,100.02,1,100.02,PayPal,2025-11-26,20,0,0,0
T0038882,C004191,26-35,Female,Dallas,VIP,P2061,Clothing,250.92,15,213.28,5,1066.4,PayPal,2025-11-27,16,0,0,1
T0087942,C034269,56+,Other,Miami,Returning,P5297,Footwear,317.79,25,238.34,1,238.34,Cash,2025-11-27,11,0,0,1
T0015459,C001400,56+,Other,New York,New,P6913,Toys,96.65,25,72.49,2,144.98,Mobile Wallet,2025-12-01,17,0,0,0
T0000033,C006339,36-45,Male,Chicago,Loyal,P3993,Sports,484.97,40,290.98,2,581.96,PayPal,2025-11-29,8,1,0,1
T0065380,C006778,26-35,Female,Phoenix,Loyal,P9148,Accessories,269.94,15,229.45,1,229.45,Mobile Wallet,2025-11-30,19,1,0,1
T0039321,C022036,26-35,Other,New York,New,P3465,Home & Kitchen,1118.34,20,894.67,1,894.67,PayPal,2025-11-29,10,1,0,1
T0073686,C014451,18-25,Female,Los Angeles,New,P7508,Footwear,306.74,10,276.07,1,276.07,Credit Card,2025-11-25,23,0,0,1
T0029966,C001275,36-45,Other,Atlanta,Loyal,P7899,Home & Kitchen,141.15,35,91.75,1,91.75,Gift Card,2025-11-25,3,0,0,0
T0005963,C003438,26-35,Other,Phoenix,Returning,P7992,Home & Kitchen,1070.8,30,749.56,2,1499.12,Cash,2025-11-25,5,0,0,1
T0005008,C033328,56+,Female,Atlanta,Returning,P2718,Beauty,234.3,20,187.44,1,187.44,Gift Card,2025-12-01,18,0,0,1
T0033236,C028469,56+,Other,Dallas,New,P3596,Beauty,54.58,35,35.48,1,35.48,Gift Card,2025-11-30,21,1,0,0
T0058331,C013242,46-55,Other,Dallas,Loyal,P3151,Groceries,85.56,20,68.45,1,68.45,Credit Card,2025-11-30,23,1,0,0
T0046498,C000941,18-25,Female,Phoenix,New,P2599,Toys,156.59,5,148.76,1,148.76,Debit Card,2025-11-25,20,0,0,0
T0081771,C013519,36-45,Male,San Francisco,New,P2204,Electronics,646.23,5,613.92,1,613.92,Gift Card,2025-11-28,23,0,1,1
T0050268,C009571,46-55,Female,Los Angeles,VIP,P5963,Toys,87.09,35,56.61,1,56.61,Mobile Wallet,2025-11-25,12,0,0,0
T0036101,C007721,26-35,Female,Miami,New,P2323,Beauty,28.23,25,21.17,1,21.17,Mobile Wallet,2025-11-28,10,0,1,0
T0028457,C006281,36-45,Male,San Francisco,VIP,P7967,Toys,151.03,35,98.17,2,196.34,Cash,2025-11-26,13,0,0,1
T0053951,C002773,26-35,Male,San Francisco,VIP,P6242,Toys,43.36,5,41.19,2,82.38,Credit Card,2025-12-01,4,0,0,0
T0073467,C019341,18-25,Other,Miami,Loyal,P1833,Clothing,245.19,40,147.11,2,294.22,Cash,2025-11-24,1,0,0,1
T0081428,C005840,46-55,Male,Phoenix,Loyal,P1961,Books,18.66,20,14.93,1,14.93,Cash,2025-11-24,21,0,0,0
T0083272,C003650,36-45,Male,Atlanta,VIP,P3472,Books,87.78,30,61.45,1,61.45,PayPal,2025-12-01,2,0,0,0
T0053116,C020269,46-55,Female,Phoenix,New,P9544,Home & Kitchen,850.39,15,722.83,1,722.83,Gift Card,2025-11-28,9,0,1,1
T0052743,C007841,26-35,Other,Dallas,New,P9036,Beauty,58.26,40,34.96,1,34.96,Cash,2025-11-25,13,0,0,0
T0025861,C017901,36-45,Other,Atlanta,Loyal,P9535,Electronics,2370.31,25,1777.73,1,1777.73,Mobile Wallet,2025-11-25,6,0,0,1
T0029263,C034095,26-35,Female,Miami,Loyal,P9768,Beauty,42.68,25,32.01,1,32.01,Credit Card,2025-11-27,6,0,0,0
T0023094,C023353,46-55,Female,New York,Returning,P3702,Home & Kitchen,1198.09,35,778.76,3,2336.28,Mobile Wallet,2025-11-29,20,1,0,1
T0091842,C002555,36-45,Male,San Francisco,Loyal,P6200,Footwear,49.96,15,42.47,1,42.47,Cash,2025-11-30,4,1,0,0
T0012791,C015909,46-55,Female,Chicago,Loyal,P9115,Footwear,249.45,20,199.56,3,598.68,Credit Card,2025-11-26,7,0,0,1
T0048834,C000657,56+,Other,Los Angeles,Loyal,P2843,Sports,196.76,25,147.57,1,147.57,Gift Card,2025-12-01,2,0,0,0
T0047880,C007003,26-35,Male,Dallas,New,P2182,Electronics,1558.93,10,1403.04,1,1403.04,Cash,2025-11-30,19,1,0,1
T0022906,C018635,36-45,Female,San Francisco,VIP,P7616,Footwear,131.77,35,85.65,3,256.95,PayPal,2025-11-29,2,1,0,1
T0017509,C011063,46-55,Male,Dallas,Loyal,P5989,Accessories,219.82,35,142.88,3,428.64,PayPal,2025-11-24,22,0,0,1
T0052508,C016755,36-45,Female,Atlanta,Returning,P7986,Toys,272.56,25,204.42,1,204.42,Gift Card,2025-11-24,20,0,0,1
T0069794,C027010,56+,Other,Los Angeles,New,P3686,Books,105.03,25,78.77,1,78.77,PayPal,2025-11-26,13,0,0,0
T0070806,C019401,46-55,Other,Houston,Returning,P6671,Accessories,375.08,30,262.56,1,262.56,Gift Card,2025-11-27,7,0,0,1
T0025467,C014881,56+,Female,San Francisco,New,P8486,Accessories,413.4,15,351.39,2,702.78,Gift Card,2025-11-27,1,0,0,1
T0017015,C010262,56+,Male,Atlanta,Returning,P5451,Books,37.58,25,28.18,1,28.18,Cash,2025-11-25,9,0,0,0
T0017071,C013020,36-45,Male,Houston,Returning,P8019,Sports,287.12,30,200.98,1,200.98,Gift Card,2025-11-29,2,1,0,1
T0015339,C028714,26-35,Other,Miami,New,P4663,Beauty,162.14,30,113.5,2,227.0,Credit Card,2025-11-30,20,1,0,1
T0027657,C034225,46-55,Male,Miami,VIP,P6943,Toys,245.2,50,122.6,1,122.6,Mobile Wallet,2025-11-29,11,1,0,0
T0083509,C026057,36-45,Female,Chicago,Returning,P8739,Electronics,445.01,25,333.76,1,333.76,Gift Card,2025-12-01,6,0,0,1
T0032228,C029907,36-45,Female,Chicago,New,P8683,Electronics,169.11,30,118.38,1,118.38,PayPal,2025-11-24,10,0,0,0
T0034705,C023866,26-35,Other,Phoenix,VIP,P3582,Accessories,243.65,40,146.19,1,146.19,Gift Card,2025-11-26,9,0,0,0
T0045443,C034909,56+,Female,Chicago,New,P7211,Sports,449.23,10,404.31,1,404.31,Cash,2025-11-29,21,1,0,1
T0047999,C013624,36-45,Female,Seattle,Loyal,P1527,Home & Kitchen,494.3,15,420.16,3,1260.48,Gift Card,2025-12-01,4,0,0,1
T0017051,C015464,46-55,Female,Phoenix,Loyal,P5940,Home & Kitchen,1139.36,20,911.49,1,911.49,Debit Card,2025-11-29,6,1,0,1
T0018348,C023539,36-45,Male,Seattle,Returning,P3443,Sports,56.86,25,42.64,1,42.64,PayPal,2025-11-27,7,0,0,0
T0065394,C032808,46-55,Male,Dallas,Returning,P7853,Clothing,118.0,30,82.6,4,330.4,Cash,2025-11-25,10,0,0,1
T0022883,C034425,36-45,Male,Chicago,Loyal,P2777,Footwear,63.46,50,31.73,1,31.73,PayPal,2025-11-27,18,0,0,0
T0004795,C030675,26-35,Male,New York,Loyal,P2328,Toys,90.3,15,76.76,1,76.76,Debit Card,2025-11-26,18,0,0,0
T0064500,C015159,18-25,Other,Dallas,Loyal,P5481,Beauty,198.17,20,158.54,2,317.08,Mobile Wallet,2025-12-01,10,0,0,1
T0078230,C000599,46-55,Female,Chicago,Loyal,P3057,Home & Kitchen,1004.09,20,803.27,1,803.27,Gift Card,2025-11-27,2,0,0,1
T0082659,C009177,56+,Female,Houston,Returning,P3691,Books,60.78,15,51.66,1,51.66,Gift Card,2025-11-30,23,1,0,0
T0092028,C025239,56+,Female,Miami,Returning,P7850,Books,109.52,20,87.62,1,87.62,PayPal,2025-11-30,5,1,0,0
T0078062,C033821,56+,Other,Atlanta,Returning,P8848,Books,37.49,40,22.49,1,22.49,PayPal,2025-11-28,23,0,1,0
T0095947,C021533,18-25,Female,New York,Returning,P1727,Sports,568.61,20,454.89,2,909.78,PayPal,2025-11-30,5,1,0,1
T0001574,C029092,18-25,Female,San Francisco,New,P8647,Books,84.24,5,80.03,4,320.12,Debit Card,2025-11-26,20,0,0,1
T0044534,C016257,56+,Female,Chicago,Loyal,P9812,Toys,278.63,30,195.04,2,390.08,Gift Card,2025-11-29,0,1,0,1
T0075771,C005400,36-45,Male,Atlanta,Returning,P2829,Clothing,48.86,50,24.43,1,24.43,Credit Card,2025-11-25,19,0,0,0
T0092133,C009239,46-55,Male,Dallas,Returning,P3364,Accessories,139.68,5,132.7,1,132.7,PayPal,2025-11-28,8,0,1,0
T0065438,C018305,46-55,Other,Miami,Returning,P3673,Clothing,267.89,20,214.31,1,214.31,Debit Card,2025-12-01,5,0,0,1
T0033817,C000092,26-35,Other,Dallas,Returning,P2815,Accessories,240.9,40,144.54,1,144.54,PayPal,2025-11-30,5,1,0,0
T0085102,C013502,18-25,Male,Seattle,Returning,P4296,Clothing,297.1,40,178.26,1,178.26,Gift Card,2025-11-26,12,0,0,1
